0, 333.149994
1, 322.549835
2, 312.199219
3, 302.325775
4, 293.127014
5, 284.755310
6, 277.312927
7, 270.849304
8, 265.365295
9, 260.819122
10, 257.136566
11, 254.223999
12, 251.969818
13, 250.263504
14, 249.001541
15, 248.088776
16, 247.443680
17, 246.997009
18, 246.695221
19, 246.495255
20, 246.364990
21, 246.283234
22, 246.230820
23, 246.198898
24, 246.177353
25, 246.165497
26, 246.157104
27, 246.151932
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
