0, 246.149994
1, 333.146057
2, 333.149994
3, 333.149994
4, 333.149994
5, 333.149994
6, 333.149994
7, 333.149994
8, 333.149994
9, 333.149994
10, 333.149994
11, 333.149994
12, 333.149994
13, 333.149994
14, 333.149994
15, 333.149994
16, 333.149994
17, 333.149994
18, 333.149994
19, 333.149994
20, 333.149994
21, 333.149994
22, 333.149994
23, 333.149994
24, 333.149994
25, 333.149994
26, 333.149994
27, 333.149994
28, 333.149994
29, 333.149994
30, 333.149994
31, 333.149994
32, 333.149994
33, 333.149994
34, 333.149994
35, 333.149994
36, 333.149994
37, 333.149994
38, 333.149994
39, 333.149994
40, 333.149994
41, 333.149994
42, 333.149994
43, 333.149994
44, 333.149994
45, 333.149994
46, 333.149994
47, 333.149994
48, 333.149994
49, 333.149994
50, 333.149994
51, 333.149994
52, 333.149994
53, 333.149994
54, 333.149994
55, 333.149994
56, 333.149994
57, 333.149994
58, 333.149994
59, 333.149994
60, 333.149994
61, 333.149994
62, 333.149994
63, 333.149994
64, 333.149994
65, 333.149994
66, 333.149994
67, 333.149994
68, 333.149994
69, 333.149994
70, 333.149994
71, 333.149994
72, 333.149994
73, 333.149994
74, 333.149994
75, 333.149994
76, 333.149994
77, 333.149994
78, 333.149994
79, 333.149994
80, 333.149994
81, 333.149994
82, 333.149994
83, 333.149994
84, 333.149994
85, 333.149994
86, 333.149994
87, 333.149994
88, 333.149994
89, 333.149994
90, 333.149994
91, 333.149994
92, 333.149994
93, 333.149994
94, 333.149994
95, 333.149994
96, 333.149994
97, 333.149994
98, 333.149994
99, 333.149994
100, 333.149994
101, 333.149994
102, 333.149994
103, 333.149994
104, 333.149994
105, 333.149994
106, 333.149994
107, 333.149994
108, 333.149994
109, 333.149994
110, 333.149994
111, 333.149994
112, 333.149994
113, 333.149994
114, 333.149994
115, 333.149994
116, 333.149994
117, 333.149994
118, 333.149994
119, 333.149994
120, 333.149994
121, 333.149994
122, 333.149994
123, 333.149994
124, 333.149994
125, 333.149994
126, 333.149994
127, 333.149994
128, 333.149994
129, 333.149994
130, 333.149994
131, 333.149994
132, 333.149994
133, 333.149994
134, 333.149994
135, 333.149994
136, 333.149994
137, 333.149994
138, 333.149994
139, 333.149994
140, 333.149994
141, 333.149994
142, 333.149994
143, 333.149994
144, 333.149994
145, 333.149994
146, 333.149994
147, 333.149994
148, 333.149994
149, 333.149994
150, 333.149994
151, 333.149994
152, 333.149994
153, 333.149994
154, 333.149994
155, 333.149994
156, 333.149994
157, 333.149994
158, 333.149994
159, 333.149994
160, 333.149994
161, 333.149994
162, 333.149994
163, 333.149994
164, 333.149994
165, 333.149994
166, 333.149994
167, 333.149994
168, 333.149994
169, 333.149994
170, 333.149994
171, 333.149994
172, 333.149994
173, 333.149994
174, 333.149994
175, 333.149994
176, 333.149994
177, 333.149994
178, 333.149994
179, 333.149994
180, 333.149994
181, 333.149994
182, 333.149994
183, 333.149994
184, 333.149994
185, 333.149994
186, 333.149994
187, 333.149994
188, 333.149994
189, 333.149994
190, 333.149994
191, 333.149994
192, 333.149994
193, 333.149994
194, 333.149994
195, 333.149994
196, 333.149994
197, 333.149994
198, 333.149994
199, 333.149994
200, 333.149994
201, 333.149994
202, 333.149994
203, 333.149994
204, 333.149994
205, 333.149994
206, 333.149994
207, 333.149994
208, 333.149994
209, 333.149994
210, 333.149994
211, 333.149994
212, 333.149994
213, 333.149994
214, 333.149994
215, 333.149994
216, 333.149994
217, 333.149994
218, 333.149994
219, 333.149994
220, 333.149994
221, 333.149994
222, 333.149994
223, 333.149994
224, 333.149994
225, 333.149994
226, 333.149994
227, 333.149994
228, 333.149994
229, 333.149994
230, 333.149994
231, 333.149994
232, 333.149994
233, 333.149994
234, 333.149994
235, 333.149994
236, 333.149994
237, 333.149994
238, 333.149994
239, 333.149994
240, 333.149994
241, 333.149994
242, 333.149994
243, 333.149994
244, 333.149994
245, 333.149994
246, 333.149994
247, 333.149994
248, 333.149994
249, 333.149994
250, 333.149994
251, 333.149994
252, 333.149994
253, 333.149994
254, 333.149994
255, 333.149994
256, 333.149994
257, 333.149994
258, 333.149994
259, 333.149994
260, 333.149994
261, 333.149994
