0, 333.149994
1, 323.196899
2, 313.451447
3, 304.102753
4, 295.318115
5, 287.233887
6, 279.945099
7, 273.507660
8, 267.938843
9, 263.217682
10, 259.297882
11, 256.109283
12, 253.568909
13, 251.581741
14, 250.058594
15, 248.914856
16, 248.072906
17, 247.464859
18, 247.034683
19, 246.736404
20, 246.532272
21, 246.396042
22, 246.307831
23, 246.248734
24, 246.211609
25, 246.187073
26, 246.172226
27, 246.161819
28, 246.154648
29, 246.150711
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
