0, 333.149994
1, 320.244598
2, 307.786194
3, 296.174591
4, 285.724396
5, 276.641693
6, 269.016724
7, 262.832489
8, 257.985565
9, 254.314499
10, 251.624207
11, 249.717453
12, 248.409912
13, 247.541901
14, 246.983826
15, 246.636353
16, 246.426407
17, 246.303772
18, 246.233795
19, 246.194565
20, 246.173172
21, 246.161469
22, 246.154419
23, 246.150589
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
