0, 333.149994
1, 321.141754
2, 309.494110
3, 298.533844
4, 288.527252
5, 279.663239
6, 272.044128
7, 265.687622
8, 260.539978
9, 256.493103
10, 253.404526
11, 251.114914
12, 249.464066
13, 248.308319
14, 247.521545
15, 247.000900
16, 246.665634
17, 246.456009
18, 246.328018
19, 246.251877
20, 246.207382
21, 246.182053
22, 246.166412
23, 246.157715
24, 246.152237
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
