0, 333.149994
1, 320.286102
2, 307.865540
3, 296.283478
4, 285.852722
5, 276.778564
6, 269.152222
7, 262.958221
8, 258.096649
9, 254.407272
10, 251.698059
11, 249.774216
12, 248.451416
13, 247.571198
14, 247.003967
15, 246.649475
16, 246.434952
17, 246.308655
18, 246.236847
19, 246.196396
20, 246.174393
21, 246.162079
22, 246.154816
23, 246.150787
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
