0, 333.149994
1, 320.398163
2, 308.078003
3, 296.575623
4, 286.197601
5, 277.147064
6, 269.517365
7, 263.298584
8, 258.396362
9, 254.658508
10, 251.900711
11, 249.929733
12, 248.566208
13, 247.652679
14, 247.059708
15, 246.686142
16, 246.458237
17, 246.323471
18, 246.245163
19, 246.201385
20, 246.177719
21, 246.163742
22, 246.155930
23, 246.151352
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
