0, 333.149994
1, 319.283936
2, 305.972595
3, 293.702240
4, 282.840240
5, 273.604095
6, 266.058258
7, 260.133148
8, 255.660019
9, 252.411514
10, 250.140533
11, 248.611938
12, 247.620605
13, 247.001144
14, 246.627609
15, 246.410263
16, 246.288132
17, 246.221848
18, 246.186157
19, 246.167267
20, 246.158066
21, 246.152420
22, 246.149994
23, 246.149994
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
