0, 333.149994
1, 320.288177
2, 307.869507
3, 296.288910
4, 285.859131
5, 276.785400
6, 269.158997
7, 262.964508
8, 258.102203
9, 254.411911
10, 251.701752
11, 249.777054
12, 248.453491
13, 247.572662
14, 247.004974
15, 246.650146
16, 246.435379
17, 246.308899
18, 246.237000
19, 246.196487
20, 246.174454
21, 246.162109
22, 246.154846
23, 246.150803
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
