0, 333.149994
1, 320.308929
2, 307.908905
3, 296.343140
4, 285.922943
5, 276.853607
6, 269.226379
7, 263.027374
8, 258.157410
9, 254.458054
10, 251.738754
11, 249.805435
12, 248.474487
13, 247.587524
14, 247.015045
15, 246.656860
16, 246.439651
17, 246.311523
18, 246.238525
19, 246.197403
20, 246.175064
21, 246.162415
22, 246.155045
23, 246.150909
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
