0, 333.149994
1, 319.876282
2, 307.088776
3, 295.219788
4, 284.603760
5, 275.452606
6, 267.847931
7, 261.754608
8, 257.046265
9, 253.535202
10, 251.007736
11, 249.250809
12, 248.071228
13, 247.305725
14, 246.825424
15, 246.533813
16, 246.362381
17, 246.265274
18, 246.211624
19, 246.182068
20, 246.165466
21, 246.157074
22, 246.151917
23, 246.149994
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
