0, 333.149994
1, 323.409210
2, 313.863037
3, 304.689423
4, 296.047363
5, 288.065125
6, 280.837311
7, 274.419495
8, 268.833008
9, 264.064575
10, 260.074554
11, 256.800171
12, 254.165543
13, 252.084106
14, 250.471756
15, 249.245728
16, 248.331894
17, 247.662918
18, 247.182999
19, 246.844559
20, 246.610825
21, 246.451462
22, 246.345078
23, 246.274277
24, 246.228577
25, 246.199036
26, 246.179184
27, 246.167038
28, 246.158127
29, 246.152451
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
