0, 333.149994
1, 310.741486
2, 290.669983
3, 274.537323
4, 262.868713
5, 255.244644
6, 250.724991
7, 248.282425
8, 247.073318
9, 246.522552
10, 246.290649
11, 246.200073
12, 246.167007
13, 246.155869
14, 246.151321
15, 246.149994
16, 246.149994
17, 246.149994
18, 246.149994
19, 246.149994
20, 246.149994
21, 246.149994
22, 246.149994
23, 246.149994
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
