0, 333.149994
1, 322.452759
2, 312.010193
3, 302.059082
4, 292.799866
5, 284.387909
6, 276.925934
7, 270.462708
8, 264.996033
9, 260.479706
10, 256.836456
11, 253.965637
12, 251.754517
13, 250.090073
14, 248.865372
15, 247.984924
16, 247.366562
17, 246.941284
18, 246.655670
19, 246.467392
20, 246.347031
21, 246.270569
22, 246.223221
23, 246.193832
24, 246.174133
25, 246.163254
26, 246.155609
27, 246.151184
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
