0, 333.149994
1, 319.156982
2, 305.734222
3, 293.379883
4, 282.468323
5, 273.217987
6, 265.688904
7, 259.803070
8, 255.382141
9, 252.190323
10, 249.973099
11, 248.491180
12, 247.537537
13, 246.946259
14, 246.592896
15, 246.389252
16, 246.275970
17, 246.214523
18, 246.182159
19, 246.165161
20, 246.156876
21, 246.151825
22, 246.149994
23, 246.149994
24, 246.149994
25, 246.149994
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
