0, 333.149994
1, 321.522156
2, 310.222321
3, 299.548157
4, 289.746735
5, 280.997864
6, 273.405609
7, 266.999207
8, 261.742493
9, 257.548157
10, 254.291656
11, 251.833817
12, 250.026291
13, 248.732880
14, 247.831726
15, 247.220337
16, 246.816132
17, 246.556015
18, 246.392746
19, 246.292358
20, 246.233093
21, 246.196457
22, 246.175217
23, 246.163666
24, 246.155884
25, 246.151321
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
