0, 333.149994
1, 321.532837
2, 310.242828
3, 299.576782
4, 289.781342
5, 281.035889
6, 273.444702
7, 267.037231
8, 261.777527
9, 257.578918
10, 254.317932
11, 251.855392
12, 250.043335
13, 248.745911
14, 247.841339
15, 247.227173
16, 246.820831
17, 246.559219
18, 246.394882
19, 246.293640
20, 246.233948
21, 246.196884
22, 246.175537
23, 246.163879
24, 246.156021
25, 246.151398
26, 246.149994
27, 246.149994
28, 246.149994
29, 246.149994
30, 246.149994
31, 246.149994
32, 246.149994
33, 246.149994
34, 246.149994
